"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"18/03/2021 00:00:00 - 18/03/2021 01:00:00","BZN|PL","Without Sequence","49.89","",""
"18/03/2021 01:00:00 - 18/03/2021 02:00:00","BZN|PL","Without Sequence","48.37","",""
"18/03/2021 02:00:00 - 18/03/2021 03:00:00","BZN|PL","Without Sequence","48.19","",""
"18/03/2021 03:00:00 - 18/03/2021 04:00:00","BZN|PL","Without Sequence","48.15","",""
"18/03/2021 04:00:00 - 18/03/2021 05:00:00","BZN|PL","Without Sequence","48.19","",""
"18/03/2021 05:00:00 - 18/03/2021 06:00:00","BZN|PL","Without Sequence","51.53","",""
"18/03/2021 06:00:00 - 18/03/2021 07:00:00","BZN|PL","Without Sequence","66.05","",""
"18/03/2021 07:00:00 - 18/03/2021 08:00:00","BZN|PL","Without Sequence","73.29","",""
"18/03/2021 08:00:00 - 18/03/2021 09:00:00","BZN|PL","Without Sequence","76.02","",""
"18/03/2021 09:00:00 - 18/03/2021 10:00:00","BZN|PL","Without Sequence","73.34","",""
"18/03/2021 10:00:00 - 18/03/2021 11:00:00","BZN|PL","Without Sequence","70.37","",""
"18/03/2021 11:00:00 - 18/03/2021 12:00:00","BZN|PL","Without Sequence","70.38","",""
"18/03/2021 12:00:00 - 18/03/2021 13:00:00","BZN|PL","Without Sequence","70.43","",""
"18/03/2021 13:00:00 - 18/03/2021 14:00:00","BZN|PL","Without Sequence","70.48","",""
"18/03/2021 14:00:00 - 18/03/2021 15:00:00","BZN|PL","Without Sequence","70.45","",""
"18/03/2021 15:00:00 - 18/03/2021 16:00:00","BZN|PL","Without Sequence","70.40","",""
"18/03/2021 16:00:00 - 18/03/2021 17:00:00","BZN|PL","Without Sequence","70.42","",""
"18/03/2021 17:00:00 - 18/03/2021 18:00:00","BZN|PL","Without Sequence","73.53","",""
"18/03/2021 18:00:00 - 18/03/2021 19:00:00","BZN|PL","Without Sequence","86.86","",""
"18/03/2021 19:00:00 - 18/03/2021 20:00:00","BZN|PL","Without Sequence","88.47","",""
"18/03/2021 20:00:00 - 18/03/2021 21:00:00","BZN|PL","Without Sequence","75.20","",""
"18/03/2021 21:00:00 - 18/03/2021 22:00:00","BZN|PL","Without Sequence","71.61","",""
"18/03/2021 22:00:00 - 18/03/2021 23:00:00","BZN|PL","Without Sequence","60.92","",""
"18/03/2021 23:00:00 - 19/03/2021 00:00:00","BZN|PL","Without Sequence","58.64","",""
"19/03/2021 00:00:00 - 19/03/2021 01:00:00","BZN|PL","Without Sequence","59.60","",""
"19/03/2021 01:00:00 - 19/03/2021 02:00:00","BZN|PL","Without Sequence","54.89","",""
"19/03/2021 02:00:00 - 19/03/2021 03:00:00","BZN|PL","Without Sequence","55.55","",""
"19/03/2021 03:00:00 - 19/03/2021 04:00:00","BZN|PL","Without Sequence","56.25","",""
"19/03/2021 04:00:00 - 19/03/2021 05:00:00","BZN|PL","Without Sequence","50.53","",""
"19/03/2021 05:00:00 - 19/03/2021 06:00:00","BZN|PL","Without Sequence","52.93","",""
"19/03/2021 06:00:00 - 19/03/2021 07:00:00","BZN|PL","Without Sequence","67.02","",""
"19/03/2021 07:00:00 - 19/03/2021 08:00:00","BZN|PL","Without Sequence","71.55","",""
"19/03/2021 08:00:00 - 19/03/2021 09:00:00","BZN|PL","Without Sequence","71.53","",""
"19/03/2021 09:00:00 - 19/03/2021 10:00:00","BZN|PL","Without Sequence","69.16","",""
"19/03/2021 10:00:00 - 19/03/2021 11:00:00","BZN|PL","Without Sequence","66.66","",""
"19/03/2021 11:00:00 - 19/03/2021 12:00:00","BZN|PL","Without Sequence","66.70","",""
"19/03/2021 12:00:00 - 19/03/2021 13:00:00","BZN|PL","Without Sequence","63.21","",""
"19/03/2021 13:00:00 - 19/03/2021 14:00:00","BZN|PL","Without Sequence","63.18","",""
"19/03/2021 14:00:00 - 19/03/2021 15:00:00","BZN|PL","Without Sequence","56.43","",""
"19/03/2021 15:00:00 - 19/03/2021 16:00:00","BZN|PL","Without Sequence","56.07","",""
"19/03/2021 16:00:00 - 19/03/2021 17:00:00","BZN|PL","Without Sequence","57.15","",""
"19/03/2021 17:00:00 - 19/03/2021 18:00:00","BZN|PL","Without Sequence","68.26","",""
"19/03/2021 18:00:00 - 19/03/2021 19:00:00","BZN|PL","Without Sequence","70.43","",""
"19/03/2021 19:00:00 - 19/03/2021 20:00:00","BZN|PL","Without Sequence","72.99","",""
"19/03/2021 20:00:00 - 19/03/2021 21:00:00","BZN|PL","Without Sequence","70.41","",""
"19/03/2021 21:00:00 - 19/03/2021 22:00:00","BZN|PL","Without Sequence","66.64","",""
"19/03/2021 22:00:00 - 19/03/2021 23:00:00","BZN|PL","Without Sequence","62.94","",""
"19/03/2021 23:00:00 - 20/03/2021 00:00:00","BZN|PL","Without Sequence","60.11","",""
"20/03/2021 00:00:00 - 20/03/2021 01:00:00","BZN|PL","Without Sequence","58.82","",""
"20/03/2021 01:00:00 - 20/03/2021 02:00:00","BZN|PL","Without Sequence","54.41","",""
"20/03/2021 02:00:00 - 20/03/2021 03:00:00","BZN|PL","Without Sequence","54.99","",""
"20/03/2021 03:00:00 - 20/03/2021 04:00:00","BZN|PL","Without Sequence","49.59","",""
"20/03/2021 04:00:00 - 20/03/2021 05:00:00","BZN|PL","Without Sequence","49.59","",""
"20/03/2021 05:00:00 - 20/03/2021 06:00:00","BZN|PL","Without Sequence","53.46","",""
"20/03/2021 06:00:00 - 20/03/2021 07:00:00","BZN|PL","Without Sequence","58.98","",""
"20/03/2021 07:00:00 - 20/03/2021 08:00:00","BZN|PL","Without Sequence","64.05","",""
"20/03/2021 08:00:00 - 20/03/2021 09:00:00","BZN|PL","Without Sequence","66.72","",""
"20/03/2021 09:00:00 - 20/03/2021 10:00:00","BZN|PL","Without Sequence","69.16","",""
"20/03/2021 10:00:00 - 20/03/2021 11:00:00","BZN|PL","Without Sequence","66.82","",""
"20/03/2021 11:00:00 - 20/03/2021 12:00:00","BZN|PL","Without Sequence","68.14","",""
"20/03/2021 12:00:00 - 20/03/2021 13:00:00","BZN|PL","Without Sequence","66.75","",""
"20/03/2021 13:00:00 - 20/03/2021 14:00:00","BZN|PL","Without Sequence","66.42","",""
"20/03/2021 14:00:00 - 20/03/2021 15:00:00","BZN|PL","Without Sequence","62.86","",""
"20/03/2021 15:00:00 - 20/03/2021 16:00:00","BZN|PL","Without Sequence","60.21","",""
"20/03/2021 16:00:00 - 20/03/2021 17:00:00","BZN|PL","Without Sequence","65.54","",""
"20/03/2021 17:00:00 - 20/03/2021 18:00:00","BZN|PL","Without Sequence","68.13","",""
"20/03/2021 18:00:00 - 20/03/2021 19:00:00","BZN|PL","Without Sequence","69.20","",""
"20/03/2021 19:00:00 - 20/03/2021 20:00:00","BZN|PL","Without Sequence","71.08","",""
"20/03/2021 20:00:00 - 20/03/2021 21:00:00","BZN|PL","Without Sequence","71.83","",""
"20/03/2021 21:00:00 - 20/03/2021 22:00:00","BZN|PL","Without Sequence","59.71","",""
"20/03/2021 22:00:00 - 20/03/2021 23:00:00","BZN|PL","Without Sequence","52.99","",""
"20/03/2021 23:00:00 - 21/03/2021 00:00:00","BZN|PL","Without Sequence","47.83","",""
"21/03/2021 00:00:00 - 21/03/2021 01:00:00","BZN|PL","Without Sequence","47.02","",""
"21/03/2021 01:00:00 - 21/03/2021 02:00:00","BZN|PL","Without Sequence","41.97","",""
"21/03/2021 02:00:00 - 21/03/2021 03:00:00","BZN|PL","Without Sequence","39.57","",""
"21/03/2021 03:00:00 - 21/03/2021 04:00:00","BZN|PL","Without Sequence","40.14","",""
"21/03/2021 04:00:00 - 21/03/2021 05:00:00","BZN|PL","Without Sequence","41.84","",""
"21/03/2021 05:00:00 - 21/03/2021 06:00:00","BZN|PL","Without Sequence","39.73","",""
"21/03/2021 06:00:00 - 21/03/2021 07:00:00","BZN|PL","Without Sequence","41.87","",""
"21/03/2021 07:00:00 - 21/03/2021 08:00:00","BZN|PL","Without Sequence","45.10","",""
"21/03/2021 08:00:00 - 21/03/2021 09:00:00","BZN|PL","Without Sequence","47.90","",""
"21/03/2021 09:00:00 - 21/03/2021 10:00:00","BZN|PL","Without Sequence","49.18","",""
"21/03/2021 10:00:00 - 21/03/2021 11:00:00","BZN|PL","Without Sequence","53.92","",""
"21/03/2021 11:00:00 - 21/03/2021 12:00:00","BZN|PL","Without Sequence","57.50","",""
"21/03/2021 12:00:00 - 21/03/2021 13:00:00","BZN|PL","Without Sequence","58.61","",""
"21/03/2021 13:00:00 - 21/03/2021 14:00:00","BZN|PL","Without Sequence","53.95","",""
"21/03/2021 14:00:00 - 21/03/2021 15:00:00","BZN|PL","Without Sequence","47.95","",""
"21/03/2021 15:00:00 - 21/03/2021 16:00:00","BZN|PL","Without Sequence","47.90","",""
"21/03/2021 16:00:00 - 21/03/2021 17:00:00","BZN|PL","Without Sequence","47.80","",""
"21/03/2021 17:00:00 - 21/03/2021 18:00:00","BZN|PL","Without Sequence","47.96","",""
"21/03/2021 18:00:00 - 21/03/2021 19:00:00","BZN|PL","Without Sequence","58.93","",""
"21/03/2021 19:00:00 - 21/03/2021 20:00:00","BZN|PL","Without Sequence","63.78","",""
"21/03/2021 20:00:00 - 21/03/2021 21:00:00","BZN|PL","Without Sequence","59.47","",""
"21/03/2021 21:00:00 - 21/03/2021 22:00:00","BZN|PL","Without Sequence","55.12","",""
"21/03/2021 22:00:00 - 21/03/2021 23:00:00","BZN|PL","Without Sequence","53.94","",""
"21/03/2021 23:00:00 - 22/03/2021 00:00:00","BZN|PL","Without Sequence","46.70","",""
"22/03/2021 00:00:00 - 22/03/2021 01:00:00","BZN|PL","Without Sequence","58.89","",""
"22/03/2021 01:00:00 - 22/03/2021 02:00:00","BZN|PL","Without Sequence","54.28","",""
"22/03/2021 02:00:00 - 22/03/2021 03:00:00","BZN|PL","Without Sequence","57.56","",""
"22/03/2021 03:00:00 - 22/03/2021 04:00:00","BZN|PL","Without Sequence","53.76","",""
"22/03/2021 04:00:00 - 22/03/2021 05:00:00","BZN|PL","Without Sequence","56.24","",""
"22/03/2021 05:00:00 - 22/03/2021 06:00:00","BZN|PL","Without Sequence","60.05","",""
"22/03/2021 06:00:00 - 22/03/2021 07:00:00","BZN|PL","Without Sequence","71.89","",""
"22/03/2021 07:00:00 - 22/03/2021 08:00:00","BZN|PL","Without Sequence","71.95","",""
"22/03/2021 08:00:00 - 22/03/2021 09:00:00","BZN|PL","Without Sequence","73.24","",""
"22/03/2021 09:00:00 - 22/03/2021 10:00:00","BZN|PL","Without Sequence","69.88","",""
"22/03/2021 10:00:00 - 22/03/2021 11:00:00","BZN|PL","Without Sequence","71.87","",""
"22/03/2021 11:00:00 - 22/03/2021 12:00:00","BZN|PL","Without Sequence","71.91","",""
"22/03/2021 12:00:00 - 22/03/2021 13:00:00","BZN|PL","Without Sequence","70.61","",""
"22/03/2021 13:00:00 - 22/03/2021 14:00:00","BZN|PL","Without Sequence","70.61","",""
"22/03/2021 14:00:00 - 22/03/2021 15:00:00","BZN|PL","Without Sequence","64.62","",""
"22/03/2021 15:00:00 - 22/03/2021 16:00:00","BZN|PL","Without Sequence","66.47","",""
"22/03/2021 16:00:00 - 22/03/2021 17:00:00","BZN|PL","Without Sequence","72.43","",""
"22/03/2021 17:00:00 - 22/03/2021 18:00:00","BZN|PL","Without Sequence","71.11","",""
"22/03/2021 18:00:00 - 22/03/2021 19:00:00","BZN|PL","Without Sequence","73.69","",""
"22/03/2021 19:00:00 - 22/03/2021 20:00:00","BZN|PL","Without Sequence","74.99","",""
"22/03/2021 20:00:00 - 22/03/2021 21:00:00","BZN|PL","Without Sequence","71.96","",""
"22/03/2021 21:00:00 - 22/03/2021 22:00:00","BZN|PL","Without Sequence","63.86","",""
"22/03/2021 22:00:00 - 22/03/2021 23:00:00","BZN|PL","Without Sequence","59.48","",""
"22/03/2021 23:00:00 - 23/03/2021 00:00:00","BZN|PL","Without Sequence","57.68","",""
"23/03/2021 00:00:00 - 23/03/2021 01:00:00","BZN|PL","Without Sequence","59.41","",""
"23/03/2021 01:00:00 - 23/03/2021 02:00:00","BZN|PL","Without Sequence","54.09","",""
"23/03/2021 02:00:00 - 23/03/2021 03:00:00","BZN|PL","Without Sequence","53.37","",""
"23/03/2021 03:00:00 - 23/03/2021 04:00:00","BZN|PL","Without Sequence","53.50","",""
"23/03/2021 04:00:00 - 23/03/2021 05:00:00","BZN|PL","Without Sequence","54.89","",""
"23/03/2021 05:00:00 - 23/03/2021 06:00:00","BZN|PL","Without Sequence","58.53","",""
"23/03/2021 06:00:00 - 23/03/2021 07:00:00","BZN|PL","Without Sequence","67.00","",""
"23/03/2021 07:00:00 - 23/03/2021 08:00:00","BZN|PL","Without Sequence","72.58","",""
"23/03/2021 08:00:00 - 23/03/2021 09:00:00","BZN|PL","Without Sequence","74.08","",""
"23/03/2021 09:00:00 - 23/03/2021 10:00:00","BZN|PL","Without Sequence","71.58","",""
"23/03/2021 10:00:00 - 23/03/2021 11:00:00","BZN|PL","Without Sequence","68.75","",""
"23/03/2021 11:00:00 - 23/03/2021 12:00:00","BZN|PL","Without Sequence","71.55","",""
"23/03/2021 12:00:00 - 23/03/2021 13:00:00","BZN|PL","Without Sequence","70.23","",""
"23/03/2021 13:00:00 - 23/03/2021 14:00:00","BZN|PL","Without Sequence","72.01","",""
"23/03/2021 14:00:00 - 23/03/2021 15:00:00","BZN|PL","Without Sequence","71.95","",""
"23/03/2021 15:00:00 - 23/03/2021 16:00:00","BZN|PL","Without Sequence","71.94","",""
"23/03/2021 16:00:00 - 23/03/2021 17:00:00","BZN|PL","Without Sequence","69.55","",""
"23/03/2021 17:00:00 - 23/03/2021 18:00:00","BZN|PL","Without Sequence","71.28","",""
"23/03/2021 18:00:00 - 23/03/2021 19:00:00","BZN|PL","Without Sequence","75.83","",""
"23/03/2021 19:00:00 - 23/03/2021 20:00:00","BZN|PL","Without Sequence","81.52","",""
"23/03/2021 20:00:00 - 23/03/2021 21:00:00","BZN|PL","Without Sequence","73.14","",""
"23/03/2021 21:00:00 - 23/03/2021 22:00:00","BZN|PL","Without Sequence","66.27","",""
"23/03/2021 22:00:00 - 23/03/2021 23:00:00","BZN|PL","Without Sequence","65.10","",""
"23/03/2021 23:00:00 - 24/03/2021 00:00:00","BZN|PL","Without Sequence","56.34","",""
"24/03/2021 00:00:00 - 24/03/2021 01:00:00","BZN|PL","Without Sequence","59.72","",""
"24/03/2021 01:00:00 - 24/03/2021 02:00:00","BZN|PL","Without Sequence","59.75","",""
"24/03/2021 02:00:00 - 24/03/2021 03:00:00","BZN|PL","Without Sequence","59.74","",""
"24/03/2021 03:00:00 - 24/03/2021 04:00:00","BZN|PL","Without Sequence","59.72","",""
"24/03/2021 04:00:00 - 24/03/2021 05:00:00","BZN|PL","Without Sequence","59.72","",""
"24/03/2021 05:00:00 - 24/03/2021 06:00:00","BZN|PL","Without Sequence","60.47","",""
"24/03/2021 06:00:00 - 24/03/2021 07:00:00","BZN|PL","Without Sequence","66.28","",""
"24/03/2021 07:00:00 - 24/03/2021 08:00:00","BZN|PL","Without Sequence","72.48","",""
"24/03/2021 08:00:00 - 24/03/2021 09:00:00","BZN|PL","Without Sequence","71.73","",""
"24/03/2021 09:00:00 - 24/03/2021 10:00:00","BZN|PL","Without Sequence","72.03","",""
"24/03/2021 10:00:00 - 24/03/2021 11:00:00","BZN|PL","Without Sequence","69.89","",""
"24/03/2021 11:00:00 - 24/03/2021 12:00:00","BZN|PL","Without Sequence","72.49","",""
"24/03/2021 12:00:00 - 24/03/2021 13:00:00","BZN|PL","Without Sequence","69.28","",""
"24/03/2021 13:00:00 - 24/03/2021 14:00:00","BZN|PL","Without Sequence","69.48","",""
"24/03/2021 14:00:00 - 24/03/2021 15:00:00","BZN|PL","Without Sequence","68.89","",""
"24/03/2021 15:00:00 - 24/03/2021 16:00:00","BZN|PL","Without Sequence","69.20","",""
"24/03/2021 16:00:00 - 24/03/2021 17:00:00","BZN|PL","Without Sequence","69.46","",""
"24/03/2021 17:00:00 - 24/03/2021 18:00:00","BZN|PL","Without Sequence","72.31","",""
"24/03/2021 18:00:00 - 24/03/2021 19:00:00","BZN|PL","Without Sequence","75.94","",""
"24/03/2021 19:00:00 - 24/03/2021 20:00:00","BZN|PL","Without Sequence","82.58","",""
"24/03/2021 20:00:00 - 24/03/2021 21:00:00","BZN|PL","Without Sequence","74.43","",""
"24/03/2021 21:00:00 - 24/03/2021 22:00:00","BZN|PL","Without Sequence","67.03","",""
"24/03/2021 22:00:00 - 24/03/2021 23:00:00","BZN|PL","Without Sequence","63.81","",""
"24/03/2021 23:00:00 - 25/03/2021 00:00:00","BZN|PL","Without Sequence","59.43","",""
"25/03/2021 00:00:00 - 25/03/2021 01:00:00","BZN|PL","Without Sequence","53.23","",""
"25/03/2021 01:00:00 - 25/03/2021 02:00:00","BZN|PL","Without Sequence","52.35","",""
"25/03/2021 02:00:00 - 25/03/2021 03:00:00","BZN|PL","Without Sequence","52.36","",""
"25/03/2021 03:00:00 - 25/03/2021 04:00:00","BZN|PL","Without Sequence","50.88","",""
"25/03/2021 04:00:00 - 25/03/2021 05:00:00","BZN|PL","Without Sequence","51.35","",""
"25/03/2021 05:00:00 - 25/03/2021 06:00:00","BZN|PL","Without Sequence","57.46","",""
"25/03/2021 06:00:00 - 25/03/2021 07:00:00","BZN|PL","Without Sequence","67.15","",""
"25/03/2021 07:00:00 - 25/03/2021 08:00:00","BZN|PL","Without Sequence","72.00","",""
"25/03/2021 08:00:00 - 25/03/2021 09:00:00","BZN|PL","Without Sequence","72.70","",""
"25/03/2021 09:00:00 - 25/03/2021 10:00:00","BZN|PL","Without Sequence","68.55","",""
"25/03/2021 10:00:00 - 25/03/2021 11:00:00","BZN|PL","Without Sequence","69.35","",""
"25/03/2021 11:00:00 - 25/03/2021 12:00:00","BZN|PL","Without Sequence","69.25","",""
"25/03/2021 12:00:00 - 25/03/2021 13:00:00","BZN|PL","Without Sequence","69.33","",""
"25/03/2021 13:00:00 - 25/03/2021 14:00:00","BZN|PL","Without Sequence","71.03","",""
"25/03/2021 14:00:00 - 25/03/2021 15:00:00","BZN|PL","Without Sequence","71.03","",""
"25/03/2021 15:00:00 - 25/03/2021 16:00:00","BZN|PL","Without Sequence","71.04","",""
"25/03/2021 16:00:00 - 25/03/2021 17:00:00","BZN|PL","Without Sequence","71.03","",""
"25/03/2021 17:00:00 - 25/03/2021 18:00:00","BZN|PL","Without Sequence","72.61","",""
"25/03/2021 18:00:00 - 25/03/2021 19:00:00","BZN|PL","Without Sequence","78.67","",""
"25/03/2021 19:00:00 - 25/03/2021 20:00:00","BZN|PL","Without Sequence","85.95","",""
"25/03/2021 20:00:00 - 25/03/2021 21:00:00","BZN|PL","Without Sequence","72.78","",""
"25/03/2021 21:00:00 - 25/03/2021 22:00:00","BZN|PL","Without Sequence","66.91","",""
"25/03/2021 22:00:00 - 25/03/2021 23:00:00","BZN|PL","Without Sequence","61.33","",""
"25/03/2021 23:00:00 - 26/03/2021 00:00:00","BZN|PL","Without Sequence","55.90","",""
"26/03/2021 00:00:00 - 26/03/2021 01:00:00","BZN|PL","Without Sequence","52.44","",""
"26/03/2021 01:00:00 - 26/03/2021 02:00:00","BZN|PL","Without Sequence","52.21","",""
"26/03/2021 02:00:00 - 26/03/2021 03:00:00","BZN|PL","Without Sequence","50.01","",""
"26/03/2021 03:00:00 - 26/03/2021 04:00:00","BZN|PL","Without Sequence","49.12","",""
"26/03/2021 04:00:00 - 26/03/2021 05:00:00","BZN|PL","Without Sequence","48.28","",""
"26/03/2021 05:00:00 - 26/03/2021 06:00:00","BZN|PL","Without Sequence","52.17","",""
"26/03/2021 06:00:00 - 26/03/2021 07:00:00","BZN|PL","Without Sequence","61.28","",""
"26/03/2021 07:00:00 - 26/03/2021 08:00:00","BZN|PL","Without Sequence","65.81","",""
"26/03/2021 08:00:00 - 26/03/2021 09:00:00","BZN|PL","Without Sequence","70.84","",""
"26/03/2021 09:00:00 - 26/03/2021 10:00:00","BZN|PL","Without Sequence","70.89","",""
"26/03/2021 10:00:00 - 26/03/2021 11:00:00","BZN|PL","Without Sequence","64.61","",""
"26/03/2021 11:00:00 - 26/03/2021 12:00:00","BZN|PL","Without Sequence","67.98","",""
"26/03/2021 12:00:00 - 26/03/2021 13:00:00","BZN|PL","Without Sequence","66.78","",""
"26/03/2021 13:00:00 - 26/03/2021 14:00:00","BZN|PL","Without Sequence","67.73","",""
"26/03/2021 14:00:00 - 26/03/2021 15:00:00","BZN|PL","Without Sequence","65.14","",""
"26/03/2021 15:00:00 - 26/03/2021 16:00:00","BZN|PL","Without Sequence","67.49","",""
"26/03/2021 16:00:00 - 26/03/2021 17:00:00","BZN|PL","Without Sequence","64.66","",""
"26/03/2021 17:00:00 - 26/03/2021 18:00:00","BZN|PL","Without Sequence","68.45","",""
"26/03/2021 18:00:00 - 26/03/2021 19:00:00","BZN|PL","Without Sequence","73.39","",""
"26/03/2021 19:00:00 - 26/03/2021 20:00:00","BZN|PL","Without Sequence","72.55","",""
"26/03/2021 20:00:00 - 26/03/2021 21:00:00","BZN|PL","Without Sequence","68.04","",""
"26/03/2021 21:00:00 - 26/03/2021 22:00:00","BZN|PL","Without Sequence","58.27","",""
"26/03/2021 22:00:00 - 26/03/2021 23:00:00","BZN|PL","Without Sequence","59.06","",""
"26/03/2021 23:00:00 - 27/03/2021 00:00:00","BZN|PL","Without Sequence","53.84","",""
"27/03/2021 00:00:00 - 27/03/2021 01:00:00","BZN|PL","Without Sequence","48.18","",""
"27/03/2021 01:00:00 - 27/03/2021 02:00:00","BZN|PL","Without Sequence","48.49","",""
"27/03/2021 02:00:00 - 27/03/2021 03:00:00","BZN|PL","Without Sequence","50.87","",""
"27/03/2021 03:00:00 - 27/03/2021 04:00:00","BZN|PL","Without Sequence","48.57","",""
"27/03/2021 04:00:00 - 27/03/2021 05:00:00","BZN|PL","Without Sequence","51.61","",""
"27/03/2021 05:00:00 - 27/03/2021 06:00:00","BZN|PL","Without Sequence","52.54","",""
"27/03/2021 06:00:00 - 27/03/2021 07:00:00","BZN|PL","Without Sequence","52.75","",""
"27/03/2021 07:00:00 - 27/03/2021 08:00:00","BZN|PL","Without Sequence","54.00","",""
"27/03/2021 08:00:00 - 27/03/2021 09:00:00","BZN|PL","Without Sequence","52.83","",""
"27/03/2021 09:00:00 - 27/03/2021 10:00:00","BZN|PL","Without Sequence","54.22","",""
"27/03/2021 10:00:00 - 27/03/2021 11:00:00","BZN|PL","Without Sequence","49.62","",""
"27/03/2021 11:00:00 - 27/03/2021 12:00:00","BZN|PL","Without Sequence","50.66","",""
"27/03/2021 12:00:00 - 27/03/2021 13:00:00","BZN|PL","Without Sequence","51.29","",""
"27/03/2021 13:00:00 - 27/03/2021 14:00:00","BZN|PL","Without Sequence","55.12","",""
"27/03/2021 14:00:00 - 27/03/2021 15:00:00","BZN|PL","Without Sequence","53.98","",""
"27/03/2021 15:00:00 - 27/03/2021 16:00:00","BZN|PL","Without Sequence","50.62","",""
"27/03/2021 16:00:00 - 27/03/2021 17:00:00","BZN|PL","Without Sequence","58.66","",""
"27/03/2021 17:00:00 - 27/03/2021 18:00:00","BZN|PL","Without Sequence","60.17","",""
"27/03/2021 18:00:00 - 27/03/2021 19:00:00","BZN|PL","Without Sequence","58.86","",""
"27/03/2021 19:00:00 - 27/03/2021 20:00:00","BZN|PL","Without Sequence","59.46","",""
"27/03/2021 20:00:00 - 27/03/2021 21:00:00","BZN|PL","Without Sequence","60.52","",""
"27/03/2021 21:00:00 - 27/03/2021 22:00:00","BZN|PL","Without Sequence","54.97","",""
"27/03/2021 22:00:00 - 27/03/2021 23:00:00","BZN|PL","Without Sequence","54.94","",""
"27/03/2021 23:00:00 - 28/03/2021 00:00:00","BZN|PL","Without Sequence","48.57","",""
"28/03/2021 00:00:00 - 28/03/2021 01:00:00 (CET)","BZN|PL","Without Sequence","42.81","",""
"28/03/2021 01:00:00 (CET) - 28/03/2021 03:00:00 (CEST)","BZN|PL","Without Sequence","38.58","",""
"28/03/2021 03:00:00 (CEST) - 28/03/2021 04:00:00","BZN|PL","Without Sequence","35.81","",""
"28/03/2021 04:00:00 - 28/03/2021 05:00:00","BZN|PL","Without Sequence","29.22","",""
"28/03/2021 05:00:00 - 28/03/2021 06:00:00","BZN|PL","Without Sequence","29.95","",""
"28/03/2021 06:00:00 - 28/03/2021 07:00:00","BZN|PL","Without Sequence","29.23","",""
"28/03/2021 07:00:00 - 28/03/2021 08:00:00","BZN|PL","Without Sequence","41.14","",""
"28/03/2021 08:00:00 - 28/03/2021 09:00:00","BZN|PL","Without Sequence","43.66","",""
"28/03/2021 09:00:00 - 28/03/2021 10:00:00","BZN|PL","Without Sequence","47.08","",""
"28/03/2021 10:00:00 - 28/03/2021 11:00:00","BZN|PL","Without Sequence","48.53","",""
"28/03/2021 11:00:00 - 28/03/2021 12:00:00","BZN|PL","Without Sequence","48.58","",""
"28/03/2021 12:00:00 - 28/03/2021 13:00:00","BZN|PL","Without Sequence","48.60","",""
"28/03/2021 13:00:00 - 28/03/2021 14:00:00","BZN|PL","Without Sequence","48.58","",""
"28/03/2021 14:00:00 - 28/03/2021 15:00:00","BZN|PL","Without Sequence","48.56","",""
"28/03/2021 15:00:00 - 28/03/2021 16:00:00","BZN|PL","Without Sequence","48.54","",""
"28/03/2021 16:00:00 - 28/03/2021 17:00:00","BZN|PL","Without Sequence","52.53","",""
"28/03/2021 17:00:00 - 28/03/2021 18:00:00","BZN|PL","Without Sequence","48.62","",""
"28/03/2021 18:00:00 - 28/03/2021 19:00:00","BZN|PL","Without Sequence","48.75","",""
"28/03/2021 19:00:00 - 28/03/2021 20:00:00","BZN|PL","Without Sequence","54.29","",""
"28/03/2021 20:00:00 - 28/03/2021 21:00:00","BZN|PL","Without Sequence","48.65","",""
"28/03/2021 21:00:00 - 28/03/2021 22:00:00","BZN|PL","Without Sequence","48.72","",""
"28/03/2021 22:00:00 - 28/03/2021 23:00:00","BZN|PL","Without Sequence","48.54","",""
"28/03/2021 23:00:00 - 29/03/2021 00:00:00","BZN|PL","Without Sequence","48.17","",""
"29/03/2021 00:00:00 - 29/03/2021 01:00:00","BZN|PL","Without Sequence","48.08","",""
"29/03/2021 01:00:00 - 29/03/2021 02:00:00","BZN|PL","Without Sequence","44.29","",""
"29/03/2021 02:00:00 - 29/03/2021 03:00:00","BZN|PL","Without Sequence","44.10","",""
"29/03/2021 03:00:00 - 29/03/2021 04:00:00","BZN|PL","Without Sequence","44.63","",""
"29/03/2021 04:00:00 - 29/03/2021 05:00:00","BZN|PL","Without Sequence","47.97","",""
"29/03/2021 05:00:00 - 29/03/2021 06:00:00","BZN|PL","Without Sequence","50.27","",""
"29/03/2021 06:00:00 - 29/03/2021 07:00:00","BZN|PL","Without Sequence","58.58","",""
"29/03/2021 07:00:00 - 29/03/2021 08:00:00","BZN|PL","Without Sequence","58.67","",""
"29/03/2021 08:00:00 - 29/03/2021 09:00:00","BZN|PL","Without Sequence","62.90","",""
"29/03/2021 09:00:00 - 29/03/2021 10:00:00","BZN|PL","Without Sequence","63.15","",""
"29/03/2021 10:00:00 - 29/03/2021 11:00:00","BZN|PL","Without Sequence","64.26","",""
"29/03/2021 11:00:00 - 29/03/2021 12:00:00","BZN|PL","Without Sequence","64.96","",""
"29/03/2021 12:00:00 - 29/03/2021 13:00:00","BZN|PL","Without Sequence","64.98","",""
"29/03/2021 13:00:00 - 29/03/2021 14:00:00","BZN|PL","Without Sequence","64.97","",""
"29/03/2021 14:00:00 - 29/03/2021 15:00:00","BZN|PL","Without Sequence","62.43","",""
