"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|PL","Without Sequence","61.53","",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|PL","Without Sequence","61.40","",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|PL","Without Sequence","60.33","",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|PL","Without Sequence","61.94","",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|PL","Without Sequence","64.12","",""
"12/01/2021 18:00:00 - 12/01/2021 19:00:00","BZN|PL","Without Sequence","60.40","",""
"12/01/2021 19:00:00 - 12/01/2021 20:00:00","BZN|PL","Without Sequence","60.47","",""
"12/01/2021 20:00:00 - 12/01/2021 21:00:00","BZN|PL","Without Sequence","60.07","",""
"12/01/2021 21:00:00 - 12/01/2021 22:00:00","BZN|PL","Without Sequence","47.37","",""
"12/01/2021 22:00:00 - 12/01/2021 23:00:00","BZN|PL","Without Sequence","50.77","",""
"12/01/2021 23:00:00 - 13/01/2021 00:00:00","BZN|PL","Without Sequence","49.13","",""
"13/01/2021 00:00:00 - 13/01/2021 01:00:00","BZN|PL","Without Sequence","45.11","",""
"13/01/2021 01:00:00 - 13/01/2021 02:00:00","BZN|PL","Without Sequence","41.69","",""
"13/01/2021 02:00:00 - 13/01/2021 03:00:00","BZN|PL","Without Sequence","41.45","",""
"13/01/2021 03:00:00 - 13/01/2021 04:00:00","BZN|PL","Without Sequence","41.47","",""
"13/01/2021 04:00:00 - 13/01/2021 05:00:00","BZN|PL","Without Sequence","41.49","",""
"13/01/2021 05:00:00 - 13/01/2021 06:00:00","BZN|PL","Without Sequence","45.86","",""
"13/01/2021 06:00:00 - 13/01/2021 07:00:00","BZN|PL","Without Sequence","53.44","",""
"13/01/2021 07:00:00 - 13/01/2021 08:00:00","BZN|PL","Without Sequence","61.30","",""
"13/01/2021 08:00:00 - 13/01/2021 09:00:00","BZN|PL","Without Sequence","63.89","",""
"13/01/2021 09:00:00 - 13/01/2021 10:00:00","BZN|PL","Without Sequence","64.12","",""
"13/01/2021 10:00:00 - 13/01/2021 11:00:00","BZN|PL","Without Sequence","62.78","",""
"13/01/2021 11:00:00 - 13/01/2021 12:00:00","BZN|PL","Without Sequence","64.12","",""
"13/01/2021 12:00:00 - 13/01/2021 13:00:00","BZN|PL","Without Sequence","62.00","",""
"13/01/2021 13:00:00 - 13/01/2021 14:00:00","BZN|PL","Without Sequence","64.10","",""
"13/01/2021 14:00:00 - 13/01/2021 15:00:00","BZN|PL","Without Sequence","62.86","",""
"13/01/2021 15:00:00 - 13/01/2021 16:00:00","BZN|PL","Without Sequence","64.76","",""
"13/01/2021 16:00:00 - 13/01/2021 17:00:00","BZN|PL","Without Sequence","68.47","",""
"13/01/2021 17:00:00 - 13/01/2021 18:00:00","BZN|PL","Without Sequence","67.65","",""
"13/01/2021 18:00:00 - 13/01/2021 19:00:00","BZN|PL","Without Sequence","64.87","",""
"13/01/2021 19:00:00 - 13/01/2021 20:00:00","BZN|PL","Without Sequence","62.45","",""
"13/01/2021 20:00:00 - 13/01/2021 21:00:00","BZN|PL","Without Sequence","61.93","",""
"13/01/2021 21:00:00 - 13/01/2021 22:00:00","BZN|PL","Without Sequence","53.74","",""
"13/01/2021 22:00:00 - 13/01/2021 23:00:00","BZN|PL","Without Sequence","54.37","",""
"13/01/2021 23:00:00 - 14/01/2021 00:00:00","BZN|PL","Without Sequence","49.58","",""
"14/01/2021 00:00:00 - 14/01/2021 01:00:00","BZN|PL","Without Sequence","44.16","",""
"14/01/2021 01:00:00 - 14/01/2021 02:00:00","BZN|PL","Without Sequence","44.17","",""
"14/01/2021 02:00:00 - 14/01/2021 03:00:00","BZN|PL","Without Sequence","46.29","",""
"14/01/2021 03:00:00 - 14/01/2021 04:00:00","BZN|PL","Without Sequence","45.26","",""
"14/01/2021 04:00:00 - 14/01/2021 05:00:00","BZN|PL","Without Sequence","45.87","",""
"14/01/2021 05:00:00 - 14/01/2021 06:00:00","BZN|PL","Without Sequence","52.54","",""
"14/01/2021 06:00:00 - 14/01/2021 07:00:00","BZN|PL","Without Sequence","65.76","",""
"14/01/2021 07:00:00 - 14/01/2021 08:00:00","BZN|PL","Without Sequence","66.16","",""
"14/01/2021 08:00:00 - 14/01/2021 09:00:00","BZN|PL","Without Sequence","71.80","",""
"14/01/2021 09:00:00 - 14/01/2021 10:00:00","BZN|PL","Without Sequence","72.10","",""
"14/01/2021 10:00:00 - 14/01/2021 11:00:00","BZN|PL","Without Sequence","71.63","",""
"14/01/2021 11:00:00 - 14/01/2021 12:00:00","BZN|PL","Without Sequence","72.67","",""
"14/01/2021 12:00:00 - 14/01/2021 13:00:00","BZN|PL","Without Sequence","72.24","",""
"14/01/2021 13:00:00 - 14/01/2021 14:00:00","BZN|PL","Without Sequence","71.77","",""
"14/01/2021 14:00:00 - 14/01/2021 15:00:00","BZN|PL","Without Sequence","69.38","",""
"14/01/2021 15:00:00 - 14/01/2021 16:00:00","BZN|PL","Without Sequence","71.54","",""
"14/01/2021 16:00:00 - 14/01/2021 17:00:00","BZN|PL","Without Sequence","75.07","",""
"14/01/2021 17:00:00 - 14/01/2021 18:00:00","BZN|PL","Without Sequence","74.70","",""
"14/01/2021 18:00:00 - 14/01/2021 19:00:00","BZN|PL","Without Sequence","72.68","",""
"14/01/2021 19:00:00 - 14/01/2021 20:00:00","BZN|PL","Without Sequence","72.24","",""
"14/01/2021 20:00:00 - 14/01/2021 21:00:00","BZN|PL","Without Sequence","68.43","",""
"14/01/2021 21:00:00 - 14/01/2021 22:00:00","BZN|PL","Without Sequence","62.74","",""
"14/01/2021 22:00:00 - 14/01/2021 23:00:00","BZN|PL","Without Sequence","62.01","",""
"14/01/2021 23:00:00 - 15/01/2021 00:00:00","BZN|PL","Without Sequence","55.60","",""
"15/01/2021 00:00:00 - 15/01/2021 01:00:00","BZN|PL","Without Sequence","52.86","",""
"15/01/2021 01:00:00 - 15/01/2021 02:00:00","BZN|PL","Without Sequence","51.10","",""
"15/01/2021 02:00:00 - 15/01/2021 03:00:00","BZN|PL","Without Sequence","49.78","",""
"15/01/2021 03:00:00 - 15/01/2021 04:00:00","BZN|PL","Without Sequence","48.64","",""
"15/01/2021 04:00:00 - 15/01/2021 05:00:00","BZN|PL","Without Sequence","49.09","",""
"15/01/2021 05:00:00 - 15/01/2021 06:00:00","BZN|PL","Without Sequence","53.97","",""
"15/01/2021 06:00:00 - 15/01/2021 07:00:00","BZN|PL","Without Sequence","62.97","",""
"15/01/2021 07:00:00 - 15/01/2021 08:00:00","BZN|PL","Without Sequence","64.66","",""
"15/01/2021 08:00:00 - 15/01/2021 09:00:00","BZN|PL","Without Sequence","70.87","",""
"15/01/2021 09:00:00 - 15/01/2021 10:00:00","BZN|PL","Without Sequence","76.67","",""
"15/01/2021 10:00:00 - 15/01/2021 11:00:00","BZN|PL","Without Sequence","77.21","",""
"15/01/2021 11:00:00 - 15/01/2021 12:00:00","BZN|PL","Without Sequence","77.23","",""
"15/01/2021 12:00:00 - 15/01/2021 13:00:00","BZN|PL","Without Sequence","77.24","",""
"15/01/2021 13:00:00 - 15/01/2021 14:00:00","BZN|PL","Without Sequence","75.99","",""
"15/01/2021 14:00:00 - 15/01/2021 15:00:00","BZN|PL","Without Sequence","72.58","",""
"15/01/2021 15:00:00 - 15/01/2021 16:00:00","BZN|PL","Without Sequence","72.34","",""
"15/01/2021 16:00:00 - 15/01/2021 17:00:00","BZN|PL","Without Sequence","78.82","",""
"15/01/2021 17:00:00 - 15/01/2021 18:00:00","BZN|PL","Without Sequence","77.27","",""
"15/01/2021 18:00:00 - 15/01/2021 19:00:00","BZN|PL","Without Sequence","72.85","",""
"15/01/2021 19:00:00 - 15/01/2021 20:00:00","BZN|PL","Without Sequence","71.60","",""
"15/01/2021 20:00:00 - 15/01/2021 21:00:00","BZN|PL","Without Sequence","65.70","",""
"15/01/2021 21:00:00 - 15/01/2021 22:00:00","BZN|PL","Without Sequence","66.09","",""
"15/01/2021 22:00:00 - 15/01/2021 23:00:00","BZN|PL","Without Sequence","62.62","",""
"15/01/2021 23:00:00 - 16/01/2021 00:00:00","BZN|PL","Without Sequence","58.83","",""
"16/01/2021 00:00:00 - 16/01/2021 01:00:00","BZN|PL","Without Sequence","53.09","",""
"16/01/2021 01:00:00 - 16/01/2021 02:00:00","BZN|PL","Without Sequence","51.65","",""
"16/01/2021 02:00:00 - 16/01/2021 03:00:00","BZN|PL","Without Sequence","49.88","",""
"16/01/2021 03:00:00 - 16/01/2021 04:00:00","BZN|PL","Without Sequence","48.45","",""
"16/01/2021 04:00:00 - 16/01/2021 05:00:00","BZN|PL","Without Sequence","48.09","",""
"16/01/2021 05:00:00 - 16/01/2021 06:00:00","BZN|PL","Without Sequence","47.35","",""
"16/01/2021 06:00:00 - 16/01/2021 07:00:00","BZN|PL","Without Sequence","48.00","",""
"16/01/2021 07:00:00 - 16/01/2021 08:00:00","BZN|PL","Without Sequence","51.43","",""
"16/01/2021 08:00:00 - 16/01/2021 09:00:00","BZN|PL","Without Sequence","59.69","",""
"16/01/2021 09:00:00 - 16/01/2021 10:00:00","BZN|PL","Without Sequence","63.96","",""
"16/01/2021 10:00:00 - 16/01/2021 11:00:00","BZN|PL","Without Sequence","63.83","",""
"16/01/2021 11:00:00 - 16/01/2021 12:00:00","BZN|PL","Without Sequence","63.86","",""
"16/01/2021 12:00:00 - 16/01/2021 13:00:00","BZN|PL","Without Sequence","61.60","",""
"16/01/2021 13:00:00 - 16/01/2021 14:00:00","BZN|PL","Without Sequence","61.02","",""
"16/01/2021 14:00:00 - 16/01/2021 15:00:00","BZN|PL","Without Sequence","58.53","",""
"16/01/2021 15:00:00 - 16/01/2021 16:00:00","BZN|PL","Without Sequence","59.81","",""
"16/01/2021 16:00:00 - 16/01/2021 17:00:00","BZN|PL","Without Sequence","61.93","",""
"16/01/2021 17:00:00 - 16/01/2021 18:00:00","BZN|PL","Without Sequence","65.01","",""
"16/01/2021 18:00:00 - 16/01/2021 19:00:00","BZN|PL","Without Sequence","66.40","",""
"16/01/2021 19:00:00 - 16/01/2021 20:00:00","BZN|PL","Without Sequence","63.63","",""
"16/01/2021 20:00:00 - 16/01/2021 21:00:00","BZN|PL","Without Sequence","57.61","",""
"16/01/2021 21:00:00 - 16/01/2021 22:00:00","BZN|PL","Without Sequence","52.98","",""
"16/01/2021 22:00:00 - 16/01/2021 23:00:00","BZN|PL","Without Sequence","51.92","",""
"16/01/2021 23:00:00 - 17/01/2021 00:00:00","BZN|PL","Without Sequence","48.17","",""
"17/01/2021 00:00:00 - 17/01/2021 01:00:00","BZN|PL","Without Sequence","47.07","",""
"17/01/2021 01:00:00 - 17/01/2021 02:00:00","BZN|PL","Without Sequence","45.99","",""
"17/01/2021 02:00:00 - 17/01/2021 03:00:00","BZN|PL","Without Sequence","45.23","",""
"17/01/2021 03:00:00 - 17/01/2021 04:00:00","BZN|PL","Without Sequence","44.98","",""
"17/01/2021 04:00:00 - 17/01/2021 05:00:00","BZN|PL","Without Sequence","44.38","",""
"17/01/2021 05:00:00 - 17/01/2021 06:00:00","BZN|PL","Without Sequence","44.33","",""
"17/01/2021 06:00:00 - 17/01/2021 07:00:00","BZN|PL","Without Sequence","45.50","",""
"17/01/2021 07:00:00 - 17/01/2021 08:00:00","BZN|PL","Without Sequence","46.50","",""
"17/01/2021 08:00:00 - 17/01/2021 09:00:00","BZN|PL","Without Sequence","47.42","",""
"17/01/2021 09:00:00 - 17/01/2021 10:00:00","BZN|PL","Without Sequence","51.13","",""
"17/01/2021 10:00:00 - 17/01/2021 11:00:00","BZN|PL","Without Sequence","56.50","",""
"17/01/2021 11:00:00 - 17/01/2021 12:00:00","BZN|PL","Without Sequence","59.94","",""
"17/01/2021 12:00:00 - 17/01/2021 13:00:00","BZN|PL","Without Sequence","58.11","",""
"17/01/2021 13:00:00 - 17/01/2021 14:00:00","BZN|PL","Without Sequence","60.11","",""
"17/01/2021 14:00:00 - 17/01/2021 15:00:00","BZN|PL","Without Sequence","60.72","",""
"17/01/2021 15:00:00 - 17/01/2021 16:00:00","BZN|PL","Without Sequence","60.09","",""
"17/01/2021 16:00:00 - 17/01/2021 17:00:00","BZN|PL","Without Sequence","63.81","",""
"17/01/2021 17:00:00 - 17/01/2021 18:00:00","BZN|PL","Without Sequence","67.31","",""
"17/01/2021 18:00:00 - 17/01/2021 19:00:00","BZN|PL","Without Sequence","71.74","",""
"17/01/2021 19:00:00 - 17/01/2021 20:00:00","BZN|PL","Without Sequence","67.78","",""
"17/01/2021 20:00:00 - 17/01/2021 21:00:00","BZN|PL","Without Sequence","62.45","",""
"17/01/2021 21:00:00 - 17/01/2021 22:00:00","BZN|PL","Without Sequence","55.56","",""
"17/01/2021 22:00:00 - 17/01/2021 23:00:00","BZN|PL","Without Sequence","52.13","",""
"17/01/2021 23:00:00 - 18/01/2021 00:00:00","BZN|PL","Without Sequence","47.41","",""
"18/01/2021 00:00:00 - 18/01/2021 01:00:00","BZN|PL","Without Sequence","48.19","",""
"18/01/2021 01:00:00 - 18/01/2021 02:00:00","BZN|PL","Without Sequence","47.85","",""
"18/01/2021 02:00:00 - 18/01/2021 03:00:00","BZN|PL","Without Sequence","47.66","",""
"18/01/2021 03:00:00 - 18/01/2021 04:00:00","BZN|PL","Without Sequence","47.66","",""
"18/01/2021 04:00:00 - 18/01/2021 05:00:00","BZN|PL","Without Sequence","47.66","",""
"18/01/2021 05:00:00 - 18/01/2021 06:00:00","BZN|PL","Without Sequence","48.21","",""
"18/01/2021 06:00:00 - 18/01/2021 07:00:00","BZN|PL","Without Sequence","62.33","",""
"18/01/2021 07:00:00 - 18/01/2021 08:00:00","BZN|PL","Without Sequence","65.96","",""
"18/01/2021 08:00:00 - 18/01/2021 09:00:00","BZN|PL","Without Sequence","75.88","",""
"18/01/2021 09:00:00 - 18/01/2021 10:00:00","BZN|PL","Without Sequence","75.65","",""
"18/01/2021 10:00:00 - 18/01/2021 11:00:00","BZN|PL","Without Sequence","72.46","",""
"18/01/2021 11:00:00 - 18/01/2021 12:00:00","BZN|PL","Without Sequence","70.51","",""
"18/01/2021 12:00:00 - 18/01/2021 13:00:00","BZN|PL","Without Sequence","70.38","",""
"18/01/2021 13:00:00 - 18/01/2021 14:00:00","BZN|PL","Without Sequence","71.19","",""
"18/01/2021 14:00:00 - 18/01/2021 15:00:00","BZN|PL","Without Sequence","70.27","",""
"18/01/2021 15:00:00 - 18/01/2021 16:00:00","BZN|PL","Without Sequence","72.22","",""
"18/01/2021 16:00:00 - 18/01/2021 17:00:00","BZN|PL","Without Sequence","74.97","",""
"18/01/2021 17:00:00 - 18/01/2021 18:00:00","BZN|PL","Without Sequence","76.99","",""
"18/01/2021 18:00:00 - 18/01/2021 19:00:00","BZN|PL","Without Sequence","72.52","",""
"18/01/2021 19:00:00 - 18/01/2021 20:00:00","BZN|PL","Without Sequence","63.24","",""
"18/01/2021 20:00:00 - 18/01/2021 21:00:00","BZN|PL","Without Sequence","60.22","",""
"18/01/2021 21:00:00 - 18/01/2021 22:00:00","BZN|PL","Without Sequence","55.48","",""
"18/01/2021 22:00:00 - 18/01/2021 23:00:00","BZN|PL","Without Sequence","57.18","",""
"18/01/2021 23:00:00 - 19/01/2021 00:00:00","BZN|PL","Without Sequence","49.58","",""
"19/01/2021 00:00:00 - 19/01/2021 01:00:00","BZN|PL","Without Sequence","48.41","",""
"19/01/2021 01:00:00 - 19/01/2021 02:00:00","BZN|PL","Without Sequence","47.63","",""
"19/01/2021 02:00:00 - 19/01/2021 03:00:00","BZN|PL","Without Sequence","46.62","",""
"19/01/2021 03:00:00 - 19/01/2021 04:00:00","BZN|PL","Without Sequence","47.26","",""
"19/01/2021 04:00:00 - 19/01/2021 05:00:00","BZN|PL","Without Sequence","47.66","",""
"19/01/2021 05:00:00 - 19/01/2021 06:00:00","BZN|PL","Without Sequence","48.06","",""
"19/01/2021 06:00:00 - 19/01/2021 07:00:00","BZN|PL","Without Sequence","59.81","",""
"19/01/2021 07:00:00 - 19/01/2021 08:00:00","BZN|PL","Without Sequence","61.40","",""
"19/01/2021 08:00:00 - 19/01/2021 09:00:00","BZN|PL","Without Sequence","63.73","",""
"19/01/2021 09:00:00 - 19/01/2021 10:00:00","BZN|PL","Without Sequence","65.41","",""
"19/01/2021 10:00:00 - 19/01/2021 11:00:00","BZN|PL","Without Sequence","64.57","",""
"19/01/2021 11:00:00 - 19/01/2021 12:00:00","BZN|PL","Without Sequence","72.63","",""
"19/01/2021 12:00:00 - 19/01/2021 13:00:00","BZN|PL","Without Sequence","71.50","",""
"19/01/2021 13:00:00 - 19/01/2021 14:00:00","BZN|PL","Without Sequence","71.50","",""
"19/01/2021 14:00:00 - 19/01/2021 15:00:00","BZN|PL","Without Sequence","63.76","",""
"19/01/2021 15:00:00 - 19/01/2021 16:00:00","BZN|PL","Without Sequence","62.64","",""
"19/01/2021 16:00:00 - 19/01/2021 17:00:00","BZN|PL","Without Sequence","67.26","",""
"19/01/2021 17:00:00 - 19/01/2021 18:00:00","BZN|PL","Without Sequence","66.09","",""
"19/01/2021 18:00:00 - 19/01/2021 19:00:00","BZN|PL","Without Sequence","62.59","",""
"19/01/2021 19:00:00 - 19/01/2021 20:00:00","BZN|PL","Without Sequence","58.66","",""
"19/01/2021 20:00:00 - 19/01/2021 21:00:00","BZN|PL","Without Sequence","52.76","",""
"19/01/2021 21:00:00 - 19/01/2021 22:00:00","BZN|PL","Without Sequence","48.37","",""
"19/01/2021 22:00:00 - 19/01/2021 23:00:00","BZN|PL","Without Sequence","46.23","",""
"19/01/2021 23:00:00 - 20/01/2021 00:00:00","BZN|PL","Without Sequence","46.21","",""
"20/01/2021 00:00:00 - 20/01/2021 01:00:00","BZN|PL","Without Sequence","50.77","",""
"20/01/2021 01:00:00 - 20/01/2021 02:00:00","BZN|PL","Without Sequence","48.22","",""
"20/01/2021 02:00:00 - 20/01/2021 03:00:00","BZN|PL","Without Sequence","46.13","",""
"20/01/2021 03:00:00 - 20/01/2021 04:00:00","BZN|PL","Without Sequence","46.77","",""
"20/01/2021 04:00:00 - 20/01/2021 05:00:00","BZN|PL","Without Sequence","48.15","",""
"20/01/2021 05:00:00 - 20/01/2021 06:00:00","BZN|PL","Without Sequence","49.72","",""
"20/01/2021 06:00:00 - 20/01/2021 07:00:00","BZN|PL","Without Sequence","59.55","",""
"20/01/2021 07:00:00 - 20/01/2021 08:00:00","BZN|PL","Without Sequence","61.21","",""
"20/01/2021 08:00:00 - 20/01/2021 09:00:00","BZN|PL","Without Sequence","62.56","",""
"20/01/2021 09:00:00 - 20/01/2021 10:00:00","BZN|PL","Without Sequence","63.76","",""
"20/01/2021 10:00:00 - 20/01/2021 11:00:00","BZN|PL","Without Sequence","63.76","",""
"20/01/2021 11:00:00 - 20/01/2021 12:00:00","BZN|PL","Without Sequence","63.97","",""
"20/01/2021 12:00:00 - 20/01/2021 13:00:00","BZN|PL","Without Sequence","63.76","",""
"20/01/2021 13:00:00 - 20/01/2021 14:00:00","BZN|PL","Without Sequence","63.57","",""
"20/01/2021 14:00:00 - 20/01/2021 15:00:00","BZN|PL","Without Sequence","61.26","",""
"20/01/2021 15:00:00 - 20/01/2021 16:00:00","BZN|PL","Without Sequence","61.03","",""
"20/01/2021 16:00:00 - 20/01/2021 17:00:00","BZN|PL","Without Sequence","63.99","",""
"20/01/2021 17:00:00 - 20/01/2021 18:00:00","BZN|PL","Without Sequence","63.76","",""
"20/01/2021 18:00:00 - 20/01/2021 19:00:00","BZN|PL","Without Sequence","64.08","",""
"20/01/2021 19:00:00 - 20/01/2021 20:00:00","BZN|PL","Without Sequence","59.23","",""
"20/01/2021 20:00:00 - 20/01/2021 21:00:00","BZN|PL","Without Sequence","55.97","",""
"20/01/2021 21:00:00 - 20/01/2021 22:00:00","BZN|PL","Without Sequence","48.72","",""
"20/01/2021 22:00:00 - 20/01/2021 23:00:00","BZN|PL","Without Sequence","53.16","",""
"20/01/2021 23:00:00 - 21/01/2021 00:00:00","BZN|PL","Without Sequence","50.72","",""
"21/01/2021 00:00:00 - 21/01/2021 01:00:00","BZN|PL","Without Sequence","46.51","",""
"21/01/2021 01:00:00 - 21/01/2021 02:00:00","BZN|PL","Without Sequence","41.06","",""
"21/01/2021 02:00:00 - 21/01/2021 03:00:00","BZN|PL","Without Sequence","42.86","",""
"21/01/2021 03:00:00 - 21/01/2021 04:00:00","BZN|PL","Without Sequence","40.16","",""
"21/01/2021 04:00:00 - 21/01/2021 05:00:00","BZN|PL","Without Sequence","43.08","",""
"21/01/2021 05:00:00 - 21/01/2021 06:00:00","BZN|PL","Without Sequence","44.45","",""
"21/01/2021 06:00:00 - 21/01/2021 07:00:00","BZN|PL","Without Sequence","58.52","",""
"21/01/2021 07:00:00 - 21/01/2021 08:00:00","BZN|PL","Without Sequence","63.74","",""
"21/01/2021 08:00:00 - 21/01/2021 09:00:00","BZN|PL","Without Sequence","62.68","",""
"21/01/2021 09:00:00 - 21/01/2021 10:00:00","BZN|PL","Without Sequence","62.65","",""
"21/01/2021 10:00:00 - 21/01/2021 11:00:00","BZN|PL","Without Sequence","62.65","",""
"21/01/2021 11:00:00 - 21/01/2021 12:00:00","BZN|PL","Without Sequence","62.67","",""
"21/01/2021 12:00:00 - 21/01/2021 13:00:00","BZN|PL","Without Sequence","62.55","",""
"21/01/2021 13:00:00 - 21/01/2021 14:00:00","BZN|PL","Without Sequence","62.64","",""
"21/01/2021 14:00:00 - 21/01/2021 15:00:00","BZN|PL","Without Sequence","62.64","",""
"21/01/2021 15:00:00 - 21/01/2021 16:00:00","BZN|PL","Without Sequence","62.54","",""
"21/01/2021 16:00:00 - 21/01/2021 17:00:00","BZN|PL","Without Sequence","63.00","",""
"21/01/2021 17:00:00 - 21/01/2021 18:00:00","BZN|PL","Without Sequence","63.11","",""
"21/01/2021 18:00:00 - 21/01/2021 19:00:00","BZN|PL","Without Sequence","64.21","",""
"21/01/2021 19:00:00 - 21/01/2021 20:00:00","BZN|PL","Without Sequence","62.61","",""
"21/01/2021 20:00:00 - 21/01/2021 21:00:00","BZN|PL","Without Sequence","57.36","",""
"21/01/2021 21:00:00 - 21/01/2021 22:00:00","BZN|PL","Without Sequence","53.66","",""
"21/01/2021 22:00:00 - 21/01/2021 23:00:00","BZN|PL","Without Sequence","51.94","",""
"21/01/2021 23:00:00 - 22/01/2021 00:00:00","BZN|PL","Without Sequence","50.79","",""
"22/01/2021 00:00:00 - 22/01/2021 01:00:00","BZN|PL","Without Sequence","39.22","",""
"22/01/2021 01:00:00 - 22/01/2021 02:00:00","BZN|PL","Without Sequence","38.36","",""
"22/01/2021 02:00:00 - 22/01/2021 03:00:00","BZN|PL","Without Sequence","37.57","",""
"22/01/2021 03:00:00 - 22/01/2021 04:00:00","BZN|PL","Without Sequence","36.98","",""
"22/01/2021 04:00:00 - 22/01/2021 05:00:00","BZN|PL","Without Sequence","37.99","",""
"22/01/2021 05:00:00 - 22/01/2021 06:00:00","BZN|PL","Without Sequence","39.17","",""
"22/01/2021 06:00:00 - 22/01/2021 07:00:00","BZN|PL","Without Sequence","50.15","",""
"22/01/2021 07:00:00 - 22/01/2021 08:00:00","BZN|PL","Without Sequence","57.60","",""
"22/01/2021 08:00:00 - 22/01/2021 09:00:00","BZN|PL","Without Sequence","57.62","",""
"22/01/2021 09:00:00 - 22/01/2021 10:00:00","BZN|PL","Without Sequence","57.63","",""
"22/01/2021 10:00:00 - 22/01/2021 11:00:00","BZN|PL","Without Sequence","57.62","",""
"22/01/2021 11:00:00 - 22/01/2021 12:00:00","BZN|PL","Without Sequence","57.63","",""
"22/01/2021 12:00:00 - 22/01/2021 13:00:00","BZN|PL","Without Sequence","58.26","",""
"22/01/2021 13:00:00 - 22/01/2021 14:00:00","BZN|PL","Without Sequence","57.63","",""
"22/01/2021 14:00:00 - 22/01/2021 15:00:00","BZN|PL","Without Sequence","57.63","",""
"22/01/2021 15:00:00 - 22/01/2021 16:00:00","BZN|PL","Without Sequence","60.32","",""
"22/01/2021 16:00:00 - 22/01/2021 17:00:00","BZN|PL","Without Sequence","61.03","",""
"22/01/2021 17:00:00 - 22/01/2021 18:00:00","BZN|PL","Without Sequence","64.00","",""
"22/01/2021 18:00:00 - 22/01/2021 19:00:00","BZN|PL","Without Sequence","62.23","",""
"22/01/2021 19:00:00 - 22/01/2021 20:00:00","BZN|PL","Without Sequence","60.29","",""
