"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"18/09/2020 13:00:00 - 18/09/2020 14:00:00","BZN|PL","Without Sequence","57.98","",""
"18/09/2020 14:00:00 - 18/09/2020 15:00:00","BZN|PL","Without Sequence","57.35","",""
"18/09/2020 15:00:00 - 18/09/2020 16:00:00","BZN|PL","Without Sequence","57.30","",""
"18/09/2020 16:00:00 - 18/09/2020 17:00:00","BZN|PL","Without Sequence","59.73","",""
"18/09/2020 17:00:00 - 18/09/2020 18:00:00","BZN|PL","Without Sequence","59.74","",""
"18/09/2020 18:00:00 - 18/09/2020 19:00:00","BZN|PL","Without Sequence","63.41","",""
"18/09/2020 19:00:00 - 18/09/2020 20:00:00","BZN|PL","Without Sequence","68.62","",""
"18/09/2020 20:00:00 - 18/09/2020 21:00:00","BZN|PL","Without Sequence","66.29","",""
"18/09/2020 21:00:00 - 18/09/2020 22:00:00","BZN|PL","Without Sequence","54.89","",""
"18/09/2020 22:00:00 - 18/09/2020 23:00:00","BZN|PL","Without Sequence","58.36","",""
"18/09/2020 23:00:00 - 19/09/2020 00:00:00","BZN|PL","Without Sequence","52.86","",""
"19/09/2020 00:00:00 - 19/09/2020 01:00:00","BZN|PL","Without Sequence","45.20","",""
"19/09/2020 01:00:00 - 19/09/2020 02:00:00","BZN|PL","Without Sequence","45.75","",""
"19/09/2020 02:00:00 - 19/09/2020 03:00:00","BZN|PL","Without Sequence","46.01","",""
"19/09/2020 03:00:00 - 19/09/2020 04:00:00","BZN|PL","Without Sequence","45.91","",""
"19/09/2020 04:00:00 - 19/09/2020 05:00:00","BZN|PL","Without Sequence","45.71","",""
"19/09/2020 05:00:00 - 19/09/2020 06:00:00","BZN|PL","Without Sequence","46.04","",""
"19/09/2020 06:00:00 - 19/09/2020 07:00:00","BZN|PL","Without Sequence","45.90","",""
"19/09/2020 07:00:00 - 19/09/2020 08:00:00","BZN|PL","Without Sequence","46.19","",""
"19/09/2020 08:00:00 - 19/09/2020 09:00:00","BZN|PL","Without Sequence","52.01","",""
"19/09/2020 09:00:00 - 19/09/2020 10:00:00","BZN|PL","Without Sequence","61.45","",""
"19/09/2020 10:00:00 - 19/09/2020 11:00:00","BZN|PL","Without Sequence","61.45","",""
"19/09/2020 11:00:00 - 19/09/2020 12:00:00","BZN|PL","Without Sequence","61.47","",""
"19/09/2020 12:00:00 - 19/09/2020 13:00:00","BZN|PL","Without Sequence","59.42","",""
"19/09/2020 13:00:00 - 19/09/2020 14:00:00","BZN|PL","Without Sequence","55.07","",""
"19/09/2020 14:00:00 - 19/09/2020 15:00:00","BZN|PL","Without Sequence","50.56","",""
"19/09/2020 15:00:00 - 19/09/2020 16:00:00","BZN|PL","Without Sequence","49.88","",""
"19/09/2020 16:00:00 - 19/09/2020 17:00:00","BZN|PL","Without Sequence","49.89","",""
"19/09/2020 17:00:00 - 19/09/2020 18:00:00","BZN|PL","Without Sequence","53.37","",""
"19/09/2020 18:00:00 - 19/09/2020 19:00:00","BZN|PL","Without Sequence","53.36","",""
"19/09/2020 19:00:00 - 19/09/2020 20:00:00","BZN|PL","Without Sequence","61.49","",""
"19/09/2020 20:00:00 - 19/09/2020 21:00:00","BZN|PL","Without Sequence","57.39","",""
"19/09/2020 21:00:00 - 19/09/2020 22:00:00","BZN|PL","Without Sequence","45.82","",""
"19/09/2020 22:00:00 - 19/09/2020 23:00:00","BZN|PL","Without Sequence","45.12","",""
"19/09/2020 23:00:00 - 20/09/2020 00:00:00","BZN|PL","Without Sequence","43.84","",""
"20/09/2020 00:00:00 - 20/09/2020 01:00:00","BZN|PL","Without Sequence","42.55","",""
"20/09/2020 01:00:00 - 20/09/2020 02:00:00","BZN|PL","Without Sequence","42.81","",""
"20/09/2020 02:00:00 - 20/09/2020 03:00:00","BZN|PL","Without Sequence","42.79","",""
"20/09/2020 03:00:00 - 20/09/2020 04:00:00","BZN|PL","Without Sequence","43.55","",""
"20/09/2020 04:00:00 - 20/09/2020 05:00:00","BZN|PL","Without Sequence","42.76","",""
"20/09/2020 05:00:00 - 20/09/2020 06:00:00","BZN|PL","Without Sequence","42.56","",""
"20/09/2020 06:00:00 - 20/09/2020 07:00:00","BZN|PL","Without Sequence","40.48","",""
"20/09/2020 07:00:00 - 20/09/2020 08:00:00","BZN|PL","Without Sequence","42.45","",""
"20/09/2020 08:00:00 - 20/09/2020 09:00:00","BZN|PL","Without Sequence","44.65","",""
"20/09/2020 09:00:00 - 20/09/2020 10:00:00","BZN|PL","Without Sequence","45.29","",""
"20/09/2020 10:00:00 - 20/09/2020 11:00:00","BZN|PL","Without Sequence","44.88","",""
"20/09/2020 11:00:00 - 20/09/2020 12:00:00","BZN|PL","Without Sequence","44.46","",""
"20/09/2020 12:00:00 - 20/09/2020 13:00:00","BZN|PL","Without Sequence","44.62","",""
"20/09/2020 13:00:00 - 20/09/2020 14:00:00","BZN|PL","Without Sequence","43.98","",""
"20/09/2020 14:00:00 - 20/09/2020 15:00:00","BZN|PL","Without Sequence","43.42","",""
"20/09/2020 15:00:00 - 20/09/2020 16:00:00","BZN|PL","Without Sequence","42.85","",""
"20/09/2020 16:00:00 - 20/09/2020 17:00:00","BZN|PL","Without Sequence","44.73","",""
"20/09/2020 17:00:00 - 20/09/2020 18:00:00","BZN|PL","Without Sequence","44.81","",""
"20/09/2020 18:00:00 - 20/09/2020 19:00:00","BZN|PL","Without Sequence","44.58","",""
"20/09/2020 19:00:00 - 20/09/2020 20:00:00","BZN|PL","Without Sequence","49.44","",""
"20/09/2020 20:00:00 - 20/09/2020 21:00:00","BZN|PL","Without Sequence","46.15","",""
"20/09/2020 21:00:00 - 20/09/2020 22:00:00","BZN|PL","Without Sequence","45.43","",""
"20/09/2020 22:00:00 - 20/09/2020 23:00:00","BZN|PL","Without Sequence","44.55","",""
"20/09/2020 23:00:00 - 21/09/2020 00:00:00","BZN|PL","Without Sequence","43.70","",""
"21/09/2020 00:00:00 - 21/09/2020 01:00:00","BZN|PL","Without Sequence","45.59","",""
"21/09/2020 01:00:00 - 21/09/2020 02:00:00","BZN|PL","Without Sequence","45.11","",""
"21/09/2020 02:00:00 - 21/09/2020 03:00:00","BZN|PL","Without Sequence","44.87","",""
"21/09/2020 03:00:00 - 21/09/2020 04:00:00","BZN|PL","Without Sequence","45.07","",""
"21/09/2020 04:00:00 - 21/09/2020 05:00:00","BZN|PL","Without Sequence","45.48","",""
"21/09/2020 05:00:00 - 21/09/2020 06:00:00","BZN|PL","Without Sequence","46.05","",""
"21/09/2020 06:00:00 - 21/09/2020 07:00:00","BZN|PL","Without Sequence","61.69","",""
"21/09/2020 07:00:00 - 21/09/2020 08:00:00","BZN|PL","Without Sequence","70.53","",""
"21/09/2020 08:00:00 - 21/09/2020 09:00:00","BZN|PL","Without Sequence","72.17","",""
"21/09/2020 09:00:00 - 21/09/2020 10:00:00","BZN|PL","Without Sequence","62.92","",""
"21/09/2020 10:00:00 - 21/09/2020 11:00:00","BZN|PL","Without Sequence","61.67","",""
"21/09/2020 11:00:00 - 21/09/2020 12:00:00","BZN|PL","Without Sequence","61.37","",""
"21/09/2020 12:00:00 - 21/09/2020 13:00:00","BZN|PL","Without Sequence","64.56","",""
"21/09/2020 13:00:00 - 21/09/2020 14:00:00","BZN|PL","Without Sequence","62.85","",""
"21/09/2020 14:00:00 - 21/09/2020 15:00:00","BZN|PL","Without Sequence","61.84","",""
"21/09/2020 15:00:00 - 21/09/2020 16:00:00","BZN|PL","Without Sequence","61.68","",""
"21/09/2020 16:00:00 - 21/09/2020 17:00:00","BZN|PL","Without Sequence","62.17","",""
"21/09/2020 17:00:00 - 21/09/2020 18:00:00","BZN|PL","Without Sequence","70.33","",""
"21/09/2020 18:00:00 - 21/09/2020 19:00:00","BZN|PL","Without Sequence","73.22","",""
"21/09/2020 19:00:00 - 21/09/2020 20:00:00","BZN|PL","Without Sequence","105.32","",""
"21/09/2020 20:00:00 - 21/09/2020 21:00:00","BZN|PL","Without Sequence","86.20","",""
"21/09/2020 21:00:00 - 21/09/2020 22:00:00","BZN|PL","Without Sequence","63.25","",""
"21/09/2020 22:00:00 - 21/09/2020 23:00:00","BZN|PL","Without Sequence","55.11","",""
"21/09/2020 23:00:00 - 22/09/2020 00:00:00","BZN|PL","Without Sequence","46.09","",""
"22/09/2020 00:00:00 - 22/09/2020 01:00:00","BZN|PL","Without Sequence","51.66","",""
"22/09/2020 01:00:00 - 22/09/2020 02:00:00","BZN|PL","Without Sequence","44.91","",""
"22/09/2020 02:00:00 - 22/09/2020 03:00:00","BZN|PL","Without Sequence","44.54","",""
"22/09/2020 03:00:00 - 22/09/2020 04:00:00","BZN|PL","Without Sequence","44.65","",""
"22/09/2020 04:00:00 - 22/09/2020 05:00:00","BZN|PL","Without Sequence","44.92","",""
"22/09/2020 05:00:00 - 22/09/2020 06:00:00","BZN|PL","Without Sequence","45.93","",""
"22/09/2020 06:00:00 - 22/09/2020 07:00:00","BZN|PL","Without Sequence","56.81","",""
"22/09/2020 07:00:00 - 22/09/2020 08:00:00","BZN|PL","Without Sequence","61.88","",""
"22/09/2020 08:00:00 - 22/09/2020 09:00:00","BZN|PL","Without Sequence","70.68","",""
"22/09/2020 09:00:00 - 22/09/2020 10:00:00","BZN|PL","Without Sequence","69.17","",""
"22/09/2020 10:00:00 - 22/09/2020 11:00:00","BZN|PL","Without Sequence","60.90","",""
"22/09/2020 11:00:00 - 22/09/2020 12:00:00","BZN|PL","Without Sequence","60.08","",""
"22/09/2020 12:00:00 - 22/09/2020 13:00:00","BZN|PL","Without Sequence","59.59","",""
"22/09/2020 13:00:00 - 22/09/2020 14:00:00","BZN|PL","Without Sequence","59.59","",""
"22/09/2020 14:00:00 - 22/09/2020 15:00:00","BZN|PL","Without Sequence","58.96","",""
"22/09/2020 15:00:00 - 22/09/2020 16:00:00","BZN|PL","Without Sequence","59.59","",""
"22/09/2020 16:00:00 - 22/09/2020 17:00:00","BZN|PL","Without Sequence","60.18","",""
"22/09/2020 17:00:00 - 22/09/2020 18:00:00","BZN|PL","Without Sequence","61.98","",""
"22/09/2020 18:00:00 - 22/09/2020 19:00:00","BZN|PL","Without Sequence","73.97","",""
"22/09/2020 19:00:00 - 22/09/2020 20:00:00","BZN|PL","Without Sequence","76.85","",""
"22/09/2020 20:00:00 - 22/09/2020 21:00:00","BZN|PL","Without Sequence","69.95","",""
"22/09/2020 21:00:00 - 22/09/2020 22:00:00","BZN|PL","Without Sequence","58.87","",""
"22/09/2020 22:00:00 - 22/09/2020 23:00:00","BZN|PL","Without Sequence","53.56","",""
"22/09/2020 23:00:00 - 23/09/2020 00:00:00","BZN|PL","Without Sequence","53.30","",""
"23/09/2020 00:00:00 - 23/09/2020 01:00:00","BZN|PL","Without Sequence","43.51","",""
"23/09/2020 01:00:00 - 23/09/2020 02:00:00","BZN|PL","Without Sequence","43.07","",""
"23/09/2020 02:00:00 - 23/09/2020 03:00:00","BZN|PL","Without Sequence","41.79","",""
"23/09/2020 03:00:00 - 23/09/2020 04:00:00","BZN|PL","Without Sequence","42.32","",""
"23/09/2020 04:00:00 - 23/09/2020 05:00:00","BZN|PL","Without Sequence","43.55","",""
"23/09/2020 05:00:00 - 23/09/2020 06:00:00","BZN|PL","Without Sequence","43.64","",""
"23/09/2020 06:00:00 - 23/09/2020 07:00:00","BZN|PL","Without Sequence","54.24","",""
"23/09/2020 07:00:00 - 23/09/2020 08:00:00","BZN|PL","Without Sequence","58.87","",""
"23/09/2020 08:00:00 - 23/09/2020 09:00:00","BZN|PL","Without Sequence","60.70","",""
"23/09/2020 09:00:00 - 23/09/2020 10:00:00","BZN|PL","Without Sequence","59.69","",""
"23/09/2020 10:00:00 - 23/09/2020 11:00:00","BZN|PL","Without Sequence","67.04","",""
"23/09/2020 11:00:00 - 23/09/2020 12:00:00","BZN|PL","Without Sequence","66.54","",""
"23/09/2020 12:00:00 - 23/09/2020 13:00:00","BZN|PL","Without Sequence","65.51","",""
"23/09/2020 13:00:00 - 23/09/2020 14:00:00","BZN|PL","Without Sequence","63.24","",""
"23/09/2020 14:00:00 - 23/09/2020 15:00:00","BZN|PL","Without Sequence","65.69","",""
"23/09/2020 15:00:00 - 23/09/2020 16:00:00","BZN|PL","Without Sequence","70.13","",""
"23/09/2020 16:00:00 - 23/09/2020 17:00:00","BZN|PL","Without Sequence","66.58","",""
"23/09/2020 17:00:00 - 23/09/2020 18:00:00","BZN|PL","Without Sequence","66.80","",""
"23/09/2020 18:00:00 - 23/09/2020 19:00:00","BZN|PL","Without Sequence","63.25","",""
"23/09/2020 19:00:00 - 23/09/2020 20:00:00","BZN|PL","Without Sequence","77.67","",""
"23/09/2020 20:00:00 - 23/09/2020 21:00:00","BZN|PL","Without Sequence","73.97","",""
"23/09/2020 21:00:00 - 23/09/2020 22:00:00","BZN|PL","Without Sequence","53.26","",""
"23/09/2020 22:00:00 - 23/09/2020 23:00:00","BZN|PL","Without Sequence","51.48","",""
"23/09/2020 23:00:00 - 24/09/2020 00:00:00","BZN|PL","Without Sequence","44.39","",""
"24/09/2020 00:00:00 - 24/09/2020 01:00:00","BZN|PL","Without Sequence","45.61","",""
"24/09/2020 01:00:00 - 24/09/2020 02:00:00","BZN|PL","Without Sequence","45.54","",""
"24/09/2020 02:00:00 - 24/09/2020 03:00:00","BZN|PL","Without Sequence","45.38","",""
"24/09/2020 03:00:00 - 24/09/2020 04:00:00","BZN|PL","Without Sequence","44.33","",""
"24/09/2020 04:00:00 - 24/09/2020 05:00:00","BZN|PL","Without Sequence","45.50","",""
"24/09/2020 05:00:00 - 24/09/2020 06:00:00","BZN|PL","Without Sequence","45.52","",""
"24/09/2020 06:00:00 - 24/09/2020 07:00:00","BZN|PL","Without Sequence","51.01","",""
"24/09/2020 07:00:00 - 24/09/2020 08:00:00","BZN|PL","Without Sequence","51.01","",""
"24/09/2020 08:00:00 - 24/09/2020 09:00:00","BZN|PL","Without Sequence","59.22","",""
"24/09/2020 09:00:00 - 24/09/2020 10:00:00","BZN|PL","Without Sequence","60.00","",""
"24/09/2020 10:00:00 - 24/09/2020 11:00:00","BZN|PL","Without Sequence","59.22","",""
"24/09/2020 11:00:00 - 24/09/2020 12:00:00","BZN|PL","Without Sequence","62.49","",""
"24/09/2020 12:00:00 - 24/09/2020 13:00:00","BZN|PL","Without Sequence","65.67","",""
"24/09/2020 13:00:00 - 24/09/2020 14:00:00","BZN|PL","Without Sequence","62.32","",""
"24/09/2020 14:00:00 - 24/09/2020 15:00:00","BZN|PL","Without Sequence","58.61","",""
"24/09/2020 15:00:00 - 24/09/2020 16:00:00","BZN|PL","Without Sequence","61.73","",""
"24/09/2020 16:00:00 - 24/09/2020 17:00:00","BZN|PL","Without Sequence","69.38","",""
"24/09/2020 17:00:00 - 24/09/2020 18:00:00","BZN|PL","Without Sequence","73.58","",""
"24/09/2020 18:00:00 - 24/09/2020 19:00:00","BZN|PL","Without Sequence","72.22","",""
"24/09/2020 19:00:00 - 24/09/2020 20:00:00","BZN|PL","Without Sequence","79.77","",""
"24/09/2020 20:00:00 - 24/09/2020 21:00:00","BZN|PL","Without Sequence","78.62","",""
"24/09/2020 21:00:00 - 24/09/2020 22:00:00","BZN|PL","Without Sequence","64.78","",""
"24/09/2020 22:00:00 - 24/09/2020 23:00:00","BZN|PL","Without Sequence","60.54","",""
"24/09/2020 23:00:00 - 25/09/2020 00:00:00","BZN|PL","Without Sequence","53.42","",""
"25/09/2020 00:00:00 - 25/09/2020 01:00:00","BZN|PL","Without Sequence","43.85","",""
"25/09/2020 01:00:00 - 25/09/2020 02:00:00","BZN|PL","Without Sequence","44.13","",""
"25/09/2020 02:00:00 - 25/09/2020 03:00:00","BZN|PL","Without Sequence","44.09","",""
"25/09/2020 03:00:00 - 25/09/2020 04:00:00","BZN|PL","Without Sequence","43.77","",""
"25/09/2020 04:00:00 - 25/09/2020 05:00:00","BZN|PL","Without Sequence","44.01","",""
"25/09/2020 05:00:00 - 25/09/2020 06:00:00","BZN|PL","Without Sequence","43.59","",""
"25/09/2020 06:00:00 - 25/09/2020 07:00:00","BZN|PL","Without Sequence","47.26","",""
"25/09/2020 07:00:00 - 25/09/2020 08:00:00","BZN|PL","Without Sequence","58.90","",""
"25/09/2020 08:00:00 - 25/09/2020 09:00:00","BZN|PL","Without Sequence","59.26","",""
"25/09/2020 09:00:00 - 25/09/2020 10:00:00","BZN|PL","Without Sequence","58.80","",""
"25/09/2020 10:00:00 - 25/09/2020 11:00:00","BZN|PL","Without Sequence","56.57","",""
"25/09/2020 11:00:00 - 25/09/2020 12:00:00","BZN|PL","Without Sequence","56.52","",""
"25/09/2020 12:00:00 - 25/09/2020 13:00:00","BZN|PL","Without Sequence","55.14","",""
"25/09/2020 13:00:00 - 25/09/2020 14:00:00","BZN|PL","Without Sequence","51.63","",""
"25/09/2020 14:00:00 - 25/09/2020 15:00:00","BZN|PL","Without Sequence","50.41","",""
"25/09/2020 15:00:00 - 25/09/2020 16:00:00","BZN|PL","Without Sequence","51.08","",""
"25/09/2020 16:00:00 - 25/09/2020 17:00:00","BZN|PL","Without Sequence","54.70","",""
"25/09/2020 17:00:00 - 25/09/2020 18:00:00","BZN|PL","Without Sequence","56.54","",""
"25/09/2020 18:00:00 - 25/09/2020 19:00:00","BZN|PL","Without Sequence","58.14","",""
"25/09/2020 19:00:00 - 25/09/2020 20:00:00","BZN|PL","Without Sequence","62.49","",""
"25/09/2020 20:00:00 - 25/09/2020 21:00:00","BZN|PL","Without Sequence","58.35","",""
"25/09/2020 21:00:00 - 25/09/2020 22:00:00","BZN|PL","Without Sequence","51.63","",""
"25/09/2020 22:00:00 - 25/09/2020 23:00:00","BZN|PL","Without Sequence","50.41","",""
"25/09/2020 23:00:00 - 26/09/2020 00:00:00","BZN|PL","Without Sequence","47.58","",""
"26/09/2020 00:00:00 - 26/09/2020 01:00:00","BZN|PL","Without Sequence","41.76","",""
"26/09/2020 01:00:00 - 26/09/2020 02:00:00","BZN|PL","Without Sequence","41.75","",""
"26/09/2020 02:00:00 - 26/09/2020 03:00:00","BZN|PL","Without Sequence","41.77","",""
"26/09/2020 03:00:00 - 26/09/2020 04:00:00","BZN|PL","Without Sequence","41.95","",""
"26/09/2020 04:00:00 - 26/09/2020 05:00:00","BZN|PL","Without Sequence","41.97","",""
"26/09/2020 05:00:00 - 26/09/2020 06:00:00","BZN|PL","Without Sequence","41.98","",""
"26/09/2020 06:00:00 - 26/09/2020 07:00:00","BZN|PL","Without Sequence","41.77","",""
"26/09/2020 07:00:00 - 26/09/2020 08:00:00","BZN|PL","Without Sequence","43.53","",""
"26/09/2020 08:00:00 - 26/09/2020 09:00:00","BZN|PL","Without Sequence","49.78","",""
"26/09/2020 09:00:00 - 26/09/2020 10:00:00","BZN|PL","Without Sequence","54.62","",""
"26/09/2020 10:00:00 - 26/09/2020 11:00:00","BZN|PL","Without Sequence","54.97","",""
"26/09/2020 11:00:00 - 26/09/2020 12:00:00","BZN|PL","Without Sequence","49.07","",""
"26/09/2020 12:00:00 - 26/09/2020 13:00:00","BZN|PL","Without Sequence","45.75","",""
"26/09/2020 13:00:00 - 26/09/2020 14:00:00","BZN|PL","Without Sequence","43.82","",""
"26/09/2020 14:00:00 - 26/09/2020 15:00:00","BZN|PL","Without Sequence","43.82","",""
"26/09/2020 15:00:00 - 26/09/2020 16:00:00","BZN|PL","Without Sequence","43.53","",""
"26/09/2020 16:00:00 - 26/09/2020 17:00:00","BZN|PL","Without Sequence","44.51","",""
"26/09/2020 17:00:00 - 26/09/2020 18:00:00","BZN|PL","Without Sequence","46.59","",""
"26/09/2020 18:00:00 - 26/09/2020 19:00:00","BZN|PL","Without Sequence","50.68","",""
"26/09/2020 19:00:00 - 26/09/2020 20:00:00","BZN|PL","Without Sequence","53.97","",""
"26/09/2020 20:00:00 - 26/09/2020 21:00:00","BZN|PL","Without Sequence","50.27","",""
"26/09/2020 21:00:00 - 26/09/2020 22:00:00","BZN|PL","Without Sequence","43.53","",""
"26/09/2020 22:00:00 - 26/09/2020 23:00:00","BZN|PL","Without Sequence","43.36","",""
"26/09/2020 23:00:00 - 27/09/2020 00:00:00","BZN|PL","Without Sequence","43.32","",""
"27/09/2020 00:00:00 - 27/09/2020 01:00:00","BZN|PL","Without Sequence","42.56","",""
"27/09/2020 01:00:00 - 27/09/2020 02:00:00","BZN|PL","Without Sequence","43.08","",""
"27/09/2020 02:00:00 - 27/09/2020 03:00:00","BZN|PL","Without Sequence","41.89","",""
"27/09/2020 03:00:00 - 27/09/2020 04:00:00","BZN|PL","Without Sequence","41.88","",""
"27/09/2020 04:00:00 - 27/09/2020 05:00:00","BZN|PL","Without Sequence","40.34","",""
"27/09/2020 05:00:00 - 27/09/2020 06:00:00","BZN|PL","Without Sequence","39.48","",""
"27/09/2020 06:00:00 - 27/09/2020 07:00:00","BZN|PL","Without Sequence","36.77","",""
"27/09/2020 07:00:00 - 27/09/2020 08:00:00","BZN|PL","Without Sequence","39.31","",""
"27/09/2020 08:00:00 - 27/09/2020 09:00:00","BZN|PL","Without Sequence","42.48","",""
"27/09/2020 09:00:00 - 27/09/2020 10:00:00","BZN|PL","Without Sequence","42.57","",""
"27/09/2020 10:00:00 - 27/09/2020 11:00:00","BZN|PL","Without Sequence","43.27","",""
"27/09/2020 11:00:00 - 27/09/2020 12:00:00","BZN|PL","Without Sequence","43.71","",""
"27/09/2020 12:00:00 - 27/09/2020 13:00:00","BZN|PL","Without Sequence","43.71","",""
"27/09/2020 13:00:00 - 27/09/2020 14:00:00","BZN|PL","Without Sequence","43.60","",""
"27/09/2020 14:00:00 - 27/09/2020 15:00:00","BZN|PL","Without Sequence","43.60","",""
"27/09/2020 15:00:00 - 27/09/2020 16:00:00","BZN|PL","Without Sequence","43.28","",""
"27/09/2020 16:00:00 - 27/09/2020 17:00:00","BZN|PL","Without Sequence","40.47","",""
"27/09/2020 17:00:00 - 27/09/2020 18:00:00","BZN|PL","Without Sequence","42.75","",""
"27/09/2020 18:00:00 - 27/09/2020 19:00:00","BZN|PL","Without Sequence","43.71","",""
"27/09/2020 19:00:00 - 27/09/2020 20:00:00","BZN|PL","Without Sequence","53.44","",""
"27/09/2020 20:00:00 - 27/09/2020 21:00:00","BZN|PL","Without Sequence","51.31","",""
"27/09/2020 21:00:00 - 27/09/2020 22:00:00","BZN|PL","Without Sequence","43.08","",""
"27/09/2020 22:00:00 - 27/09/2020 23:00:00","BZN|PL","Without Sequence","42.57","",""
"27/09/2020 23:00:00 - 28/09/2020 00:00:00","BZN|PL","Without Sequence","42.11","",""
"28/09/2020 00:00:00 - 28/09/2020 01:00:00","BZN|PL","Without Sequence","42.20","",""
"28/09/2020 01:00:00 - 28/09/2020 02:00:00","BZN|PL","Without Sequence","42.12","",""
"28/09/2020 02:00:00 - 28/09/2020 03:00:00","BZN|PL","Without Sequence","41.96","",""
"28/09/2020 03:00:00 - 28/09/2020 04:00:00","BZN|PL","Without Sequence","41.98","",""
"28/09/2020 04:00:00 - 28/09/2020 05:00:00","BZN|PL","Without Sequence","42.47","",""
"28/09/2020 05:00:00 - 28/09/2020 06:00:00","BZN|PL","Without Sequence","43.37","",""
"28/09/2020 06:00:00 - 28/09/2020 07:00:00","BZN|PL","Without Sequence","48.92","",""
"28/09/2020 07:00:00 - 28/09/2020 08:00:00","BZN|PL","Without Sequence","59.01","",""
"28/09/2020 08:00:00 - 28/09/2020 09:00:00","BZN|PL","Without Sequence","66.03","",""
"28/09/2020 09:00:00 - 28/09/2020 10:00:00","BZN|PL","Without Sequence","72.07","",""
"28/09/2020 10:00:00 - 28/09/2020 11:00:00","BZN|PL","Without Sequence","72.23","",""
"28/09/2020 11:00:00 - 28/09/2020 12:00:00","BZN|PL","Without Sequence","72.06","",""
"28/09/2020 12:00:00 - 28/09/2020 13:00:00","BZN|PL","Without Sequence","71.68","",""
"28/09/2020 13:00:00 - 28/09/2020 14:00:00","BZN|PL","Without Sequence","70.27","",""
"28/09/2020 14:00:00 - 28/09/2020 15:00:00","BZN|PL","Without Sequence","64.48","",""
"28/09/2020 15:00:00 - 28/09/2020 16:00:00","BZN|PL","Without Sequence","64.48","",""
"28/09/2020 16:00:00 - 28/09/2020 17:00:00","BZN|PL","Without Sequence","69.37","",""
"28/09/2020 17:00:00 - 28/09/2020 18:00:00","BZN|PL","Without Sequence","72.40","",""
"28/09/2020 18:00:00 - 28/09/2020 19:00:00","BZN|PL","Without Sequence","73.27","",""
"28/09/2020 19:00:00 - 28/09/2020 20:00:00","BZN|PL","Without Sequence","79.14","",""
"28/09/2020 20:00:00 - 28/09/2020 21:00:00","BZN|PL","Without Sequence","73.03","",""
"28/09/2020 21:00:00 - 28/09/2020 22:00:00","BZN|PL","Without Sequence","59.17","",""
"28/09/2020 22:00:00 - 28/09/2020 23:00:00","BZN|PL","Without Sequence","62.83","",""
"28/09/2020 23:00:00 - 29/09/2020 00:00:00","BZN|PL","Without Sequence","51.66","",""
"29/09/2020 00:00:00 - 29/09/2020 01:00:00","BZN|PL","Without Sequence","50.50","",""
"29/09/2020 01:00:00 - 29/09/2020 02:00:00","BZN|PL","Without Sequence","46.96","",""
"29/09/2020 02:00:00 - 29/09/2020 03:00:00","BZN|PL","Without Sequence","44.21","",""
"29/09/2020 03:00:00 - 29/09/2020 04:00:00","BZN|PL","Without Sequence","44.17","",""
"29/09/2020 04:00:00 - 29/09/2020 05:00:00","BZN|PL","Without Sequence","46.97","",""
"29/09/2020 05:00:00 - 29/09/2020 06:00:00","BZN|PL","Without Sequence","48.77","",""
"29/09/2020 06:00:00 - 29/09/2020 07:00:00","BZN|PL","Without Sequence","60.67","",""
"29/09/2020 07:00:00 - 29/09/2020 08:00:00","BZN|PL","Without Sequence","65.12","",""
"29/09/2020 08:00:00 - 29/09/2020 09:00:00","BZN|PL","Without Sequence","69.81","",""
"29/09/2020 09:00:00 - 29/09/2020 10:00:00","BZN|PL","Without Sequence","66.66","",""
"29/09/2020 10:00:00 - 29/09/2020 11:00:00","BZN|PL","Without Sequence","64.98","",""
"29/09/2020 11:00:00 - 29/09/2020 12:00:00","BZN|PL","Without Sequence","66.62","",""
"29/09/2020 12:00:00 - 29/09/2020 13:00:00","BZN|PL","Without Sequence","64.19","",""
"29/09/2020 13:00:00 - 29/09/2020 14:00:00","BZN|PL","Without Sequence","64.14","",""
"29/09/2020 14:00:00 - 29/09/2020 15:00:00","BZN|PL","Without Sequence","60.00","",""
"29/09/2020 15:00:00 - 29/09/2020 16:00:00","BZN|PL","Without Sequence","59.68","",""
"29/09/2020 16:00:00 - 29/09/2020 17:00:00","BZN|PL","Without Sequence","58.03","",""
"29/09/2020 17:00:00 - 29/09/2020 18:00:00","BZN|PL","Without Sequence","62.43","",""
"29/09/2020 18:00:00 - 29/09/2020 19:00:00","BZN|PL","Without Sequence","67.34","",""
"29/09/2020 19:00:00 - 29/09/2020 20:00:00","BZN|PL","Without Sequence","85.26","",""
"29/09/2020 20:00:00 - 29/09/2020 21:00:00","BZN|PL","Without Sequence","64.98","",""
"29/09/2020 21:00:00 - 29/09/2020 22:00:00","BZN|PL","Without Sequence","50.41","",""
"29/09/2020 22:00:00 - 29/09/2020 23:00:00","BZN|PL","Without Sequence","49.51","",""
"29/09/2020 23:00:00 - 30/09/2020 00:00:00","BZN|PL","Without Sequence","52.45","",""
"30/09/2020 00:00:00 - 30/09/2020 01:00:00","BZN|PL","Without Sequence","45.62","",""
"30/09/2020 01:00:00 - 30/09/2020 02:00:00","BZN|PL","Without Sequence","46.32","",""
"30/09/2020 02:00:00 - 30/09/2020 03:00:00","BZN|PL","Without Sequence","45.97","",""
